query_id,canonical_label,species,text,script_mix,colour,margin,distribution,texture,organ,severity,coverage,is_healthy,split
2367,rose_botrytis_flower_blight,rose,"मला एक अडचण आहे, petal par तपकिरी डाग edge blur hai daag ka kडेच्या भागातच जास्त आहे kya karu bataiye",mixed_script,necrotic_brown,diffuse_feathered,marginal,velvety_sporulating,petal,4,0.22138911902755926,0,train
2368,rose_botrytis_flower_blight,rose,"namaskar, ek problem hai - phool ki pankhudi par patta jal gaya jaisa bhura kuch patto par halka sa asar hai kya karu bataiye",latin_hinglish,necrotic_brown,diffuse_feathered,marginal,velvety_sporulating,petal,2,0.26989199373407713,0,train
2369,rose_botrytis_flower_blight,rose,"photo bhej raha hoon, dekhiye phool ki pankhudi par patta jal gaya jaisa bhura kडा nizat nahi, pasarलेला aahe zyada dikh raha hai ab kuch hisse mein yeh kya bimari hai",mixed_script,necrotic_brown,diffuse_feathered,marginal,velvety_sporulating,petal,3,0.25,0,val
2370,rose_botrytis_flower_blight,rose,sir ji फुलाच्या पाकळ्यांवर patta jal gaya jaisa bhura fluffy fungus jaisa ug raha hai dhundhla sa border hai edge ki taraf zyada hai kaafi patti par phail gaya hai अर्ध्याहून अधिक भाग kya karu bataiye,mixed_script,necrotic_brown,diffuse_feathered,marginal,velvety_sporulating,petal,3,0.6,0,train
2371,rose_botrytis_flower_blight,rose,"photo bhej raha hoon, dekhiye petal par jala hua jaisa dikh raha kडा nizat nahi, pasarलेला aahe pattyachya kडेला daag बरंच पसरलं आहे आता",mixed_script,necrotic_brown,diffuse_feathered,marginal,velvety_sporulating,petal,3,0.36239193146208204,0,train
2372,rose_botrytis_flower_blight,rose,"sir ji तपकिरी डाग मखमली बुरशीसारखं kडा nizat nhi, pasarलेला aahe kaafi patti par phail gaya hai aadhi patti tak fail gaya ilaj bataiye please",mixed_script,necrotic_brown,diffuse_feathered,marginal,velvety_sporulating,petal,3,0.5,0,train
2373,rose_botrytis_flower_blight,rose,"sir ji तपकिरी डाग fluffy fungus jaisa ug raha h kडा nizat nahi, pasarलेला aahe पानाच्या कडेला डाग zyada dikh raha h ab aadhi patti tak fail gaya spray kya daalu",mixed_script,necrotic_brown,diffuse_feathered,marginal,velvety_sporulating,petal,3,0.5,0,test
2374,rose_botrytis_flower_blight,rose,"namaskar, ek problem hai - phool ki pankhudi par पत्ती भूरी हो गई makhmali sa lagta hai chhune par dhundhla sa border hai bahut zyada, saari patti kharab aadhi patti tak fail gaya",mixed_script,necrotic_brown,diffuse_feathered,marginal,velvety_sporulating,petal,4,0.5,0,test
2375,rose_botrytis_flower_blight,rose,"namaskar, ek problem hai - phool ki pankhudi par jala hua jaisa dikh raha dhundhla sa border hai बरंच पसरलं आहे आता",mixed_script,necrotic_brown,diffuse_feathered,marginal,velvety_sporulating,petal,3,0.42186846852013216,0,train
2376,rose_botrytis_flower_blight,rose,sir ji phool ki pankhudi par bhura daag aa gaya makhmali sa lagta hai chhune par पानाच्या कडेला डाग बरंच पसरलं आहे आता kya karu bataiye,mixed_script,necrotic_brown,diffuse_feathered,marginal,velvety_sporulating,petal,3,0.3386256233100756,0,train
2377,rose_botrytis_flower_blight,rose,bhya dekhiye phool ki pankhudi par tapkiri dag padle edge blur h daag ka kaafi patti par phl gaya h kuch hisse mein yeh kya bimari h,latin_hinglish,necrotic_brown,diffuse_feathered,marginal,velvety_sporulating,petal,3,0.25,0,train
2378,rose_botrytis_flower_blight,rose,"sir ji petal par tapkiri dag padle bahut zyada, saari patii kharab",latin_hinglish,necrotic_brown,diffuse_feathered,marginal,velvety_sporulating,petal,4,0.26877645450538384,0,train
2379,rose_botrytis_flower_blight,rose,फुलाच्या पाकळ्यांवर तपकिरी डाग fluffy fungus jaisa ug raha hai edge blur hai daag ka kडेच्या भागातच जास्त आहे yeh kya bimari hai,mixed_script,necrotic_brown,diffuse_feathered,marginal,velvety_sporulating,petal,4,0.6048371416051421,0,train
2380,marigold_healthy,marigold,"namaskar, ek problem hai - पानावर koi dikkat nahi hai abhi ilaj bataiye please",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
2381,marigold_healthy,marigold,sir ji patti par kuch bhi ajeeb nahi laga kya karu bataiye,latin_hinglish,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,val
2382,marigold_healthy,marigold,पानावर झाड निरोगी दिसतंय ilaj bataiye please,mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,test
2383,marigold_healthy,marigold,"leaf pe sab healthy hai, bas photo check karwani thi yeh kya bimari hai",latin_hinglish,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
2384,marigold_healthy,marigold,पानावर kuch bhi ajeeb nahi laga,mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
2388,marigold_healthy,marigold,"namaskar, ek problem hai - leaf pe रोपटं व्यवस्थित आहे spray kya daalu",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,test
2391,marigold_healthy,marigold,"photo bhej raha hoon, dekhiye पत्ते पर kuch bhi ajeeb nahi laga काय करावं सांगा",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
2392,marigold_healthy,marigold,"Sir mera paudha kharab ho raha hai, पानावर रोपटं व्यवस्थित आहे spray kya daalu",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
2393,marigold_healthy,marigold,"photo bhej raha hoon, dekhiye leaf pe रोपटं व्यवस्थित आहे yeh kya bimari hai",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,val
2394,marigold_healthy,marigold,bhya dekhiye पानावर koi dikkat nahi h abhi spray kya daalu,mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
2395,marigold_healthy,marigold,"photo bhej raha hoon, dekhiye पत्ते पर रोपटं व्यवस्थित आहे spray kya daalu",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
2396,marigold_healthy,marigold,"bhya dekhiye leaf pe sab healthy h, bas photo check karwani thi kya karu bataiye",latin_hinglish,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
2397,marigold_healthy,marigold,bhaiya dekhiye झाड निरोगी दिसतंय spray kya daalu,mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
2399,marigold_healthy,marigold,bhaiya dekhiye पानावर झाड निरोगी दिसतंय,mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
2400,marigold_healthy,marigold,"मला एक अडचण आहे, रोपटं व्यवस्थित आहे spray kya daalu",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
2401,marigold_healthy,marigold,bhaiya dekhiye पत्ते पर paudha bilkul theek lag raha hai kya karu bataiye,mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,val
2402,marigold_healthy,marigold,"मला एक अडचण आहे, पानावर kuch bhi ajeeb nahi laga yeh kia bimari hai",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
2403,marigold_healthy,marigold,"photo bhej raha hoon, dekhiye patti par kuch bhi ajeeb nahi laga काय करावं सांगा",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,val
2405,marigold_healthy,marigold,"Sir mera paudha kharab ho raha hai, leaf pe kuch bhi ajeeb nahi laga spray kia daalu",latin_hinglish,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,test
2407,marigold_healthy,marigold,sir ji patti par रोपटं व्यवस्थित आहे ilaj bataiye please,mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
2408,marigold_healthy,marigold,sir ji पानावर रोपटं व्यवस्थित आहे,mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
2409,marigold_healthy,marigold,"Sir mera paudha kharab ho raha hai, पत्ते पर kuch bhi ajeeb nahi laga spray kia daalu",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,val
2410,marigold_healthy,marigold,"bhaiya dekhiye पानावर sab healthy hai, bas photo check karwani thi काय करावं सांगा",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,test
2411,marigold_healthy,marigold,bhaiya dekhiye पानावर झाड निरोगी दिसतंय काय करावं सांगा,mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
2413,marigold_healthy,marigold,bhaiya dekhiye patti par रोपटं व्यवस्थित आहे,mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
2414,marigold_healthy,marigold,sir ji पानावर झाड निरोगी दिसतंय,mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
2415,marigold_healthy,marigold,patti par झाड निरोगी दिसतंय kya karu bataiye,mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,val
2416,marigold_healthy,marigold,"मला एक अडचण आहे, leaf pe paudha bilkul theek lag raha hai ilaj bataiye please",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
2418,marigold_healthy,marigold,kuch bhi ajeeb nahi laga spray kya daalu,latin_hinglish,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
2421,marigold_healthy,marigold,sir ji पत्ते पर paudha bilkul theek lag raha hai,mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,test
2422,marigold_healthy,marigold,sir ji पानावर paudha bilkul theek lag raha hai ilaj bataiye please,mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
2424,marigold_healthy,marigold,"namaskar, ek problem hai - पानावर sab healthy hai, bas photo check karwani thi काय करावं सांगा",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
2426,marigold_healthy,marigold,bhaiya dekhiye patti par paudha bilkul theek lag raha hai काय करावं सांगा,mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,test
2427,marigold_healthy,marigold,"photo bhej raha hoon, dekhiye patta par रोपटं व्यवस्थित आहे spray kya daalu",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
2428,marigold_healthy,marigold,"photo bhej raha hoon, dekhiye patti par koi dikkat nahi hai abhi spray kya daalu",latin_hinglish,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,test
2429,marigold_healthy,marigold,पानावर रोपटं व्यवस्थित आहे kya karu bataiye,mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,val
2430,marigold_healthy,marigold,bhaiya dekhiye leaf pe paudha bilkul theek lag raha hai spray kya daalu,latin_hinglish,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,test
2432,marigold_healthy,marigold,"Sir mera paudha kharab ho raha hai, koi dikkat nahi hai abhi kya karu bataiye",latin_hinglish,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
2433,marigold_healthy,marigold,"पत्ते पर sab healthy hai, bas photo check karwani thi ilaj bataiye please",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,val
2434,marigold_healthy,marigold,"Sir mera paudha kharab ho raha hai, patti par रोपटं व्यवस्थित आहे kya karu bataiye",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
2435,marigold_healthy,marigold,"namaskar, ek problem hai - sab healthy hai, bas photo check karwani thi",latin_hinglish,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,val
2436,marigold_healthy,marigold,bhaiya dekhiye झाड निरोगी दिसतंय ilaj bataiye please,mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
2439,marigold_healthy,marigold,"Sir mera paudha kharab ho raha hai, रोपटं व्यवस्थित आहे ilaj bataiye please",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
2441,marigold_healthy,marigold,sir ji patta par kuch bhi ajeeb nahi laga,latin_hinglish,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
2442,marigold_healthy,marigold,bhaiya dekhiye पानावर paudha bilkul theek lag raha hai काय करावं सांगा,mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
2443,marigold_healthy,marigold,"Sir mera paudha kharab ho raha hai, पानावर koi dikkat nahi hai abhi yeh kya bimari hai",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,test
2445,marigold_healthy,marigold,bhaiya dekhiye patta par koi dikkat nahi hai abhi kya karu bataiye,latin_hinglish,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,test
2446,marigold_healthy,marigold,पत्ते पर रोपटं व्यवस्थित आहे yeh kya bimari hai,mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
2447,marigold_healthy,marigold,"bhaiya dekhiye sab healthy hai, bas photo check karwani thi",latin_hinglish,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
2449,marigold_healthy,marigold,leaf pe रोपटं व्यवस्थित आहे spray kya daalu,mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,val
2450,marigold_healthy,marigold,"Sir mera paudha kharab ho raha hai, patti par झाड निरोगी दिसतंय spray kya daalu",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
2451,marigold_healthy,marigold,"मला एक अडचण आहे, leaf pe sab healthy hai, bas photo check karwani thi spray kya daalu",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
2452,marigold_healthy,marigold,bhaiya dekhiye पत्ते पर paudha bilkul theek lag raha hai काय करावं सांगा,mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,val
2455,marigold_healthy,marigold,"Sir mera paudha kharab ho raha hai, पत्ते पर paudha bilkul theek lag raha hai ilaj bataiye please",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,val
2456,marigold_healthy,marigold,"bhaiya dekhiye leaf pe sab healthy hai, bas photo check karwani thi काय करावं सांगा",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,test
2457,marigold_healthy,marigold,"मला एक अडचण आहे, leaf pe paudha bilkul theek lag raha hai",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
2458,marigold_healthy,marigold,"Sir mera paudha kharab ho raha hai, leaf pe झाड निरोगी दिसतंय",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,val
2459,marigold_healthy,marigold,"photo bhej raha hoon, dekhiye koi dikkat nahi hai abhi yeh kya bimari hai",latin_hinglish,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
2460,marigold_healthy,marigold,"namaskar, ek problem hai - पानावर sab healthy hai, bas photo check karwani thi spray kya daalu",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
2461,marigold_healthy,marigold,पानावर kuch bhi ajeeb nahi laga spray kya daalu,mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
2462,marigold_healthy,marigold,"namaskar, ek problem hai - पानावर koi dikkat nahi hai abhi kya karu bataiye",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,test
2463,marigold_healthy,marigold,"namaskar, ek problem hai - patti par koi dikkat nahi hai abhi yeh kya bimari hai",latin_hinglish,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
2464,marigold_healthy,marigold,patii par kuch bhi ajeeb nahi laga ilaj bataiye please,latin_hinglish,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
2465,marigold_healthy,marigold,bhaiya dekhiye leaf pe झाड निरोगी दिसतंय kya karu bataiye,mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
2466,marigold_healthy,marigold,"मला एक अडचण आहे, sab healthy hai, bas photo check karwani thi",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
2467,marigold_healthy,marigold,leaf pe झाड निरोगी दिसतंय ilaj bataiye please,mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
2470,marigold_healthy,marigold,"मला एक अडचण आहे, patti par koi dikkat nahi hai abhi ilaj bataiye please",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,val
2471,marigold_healthy,marigold,"namaskar, ek problem hai - patti par paudha bilkul theek lag raha hai",latin_hinglish,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
2472,marigold_healthy,marigold,"मला एक अडचण आहे, पत्ते पर रोपटं व्यवस्थित आहे काय करावं सांगा",devanagari,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
2473,marigold_healthy,marigold,leaf pe paudha bilkul theek lag raha hai ilaj bataiye please,latin_hinglish,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,val
2474,marigold_healthy,marigold,bhaiya dekhiye leaf pe रोपटं व्यवस्थित आहे kya karu bataiye,mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,test
2475,marigold_healthy,marigold,"bhaiya dekhiye leaf pe sab healthy hai, bas photo check karwani thi yeh kya bimari hai",latin_hinglish,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
2476,marigold_healthy,marigold,patti par koi dikkat nahi hai abhi spray kya daalu,latin_hinglish,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
2477,marigold_healthy,marigold,"Sir mera paudha kharab ho raha hai, पत्ते पर koi dikkat nahi hai abhi yeh kya bimari hai",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,test
2479,marigold_healthy,marigold,"Sir mera paudha kharab ho raha hai, पत्ते पर रोपटं व्यवस्थित आहे ilaj bataiye please",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
2480,marigold_healthy,marigold,bhaiya dekhiye leaf pe koi dikkat nahi hai abhi yeh kya bimari hai,latin_hinglish,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,test
2482,marigold_healthy,marigold,sir ji पत्ते पर रोपटं व्यवस्थित आहे काय करावं सांगा,mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
2483,marigold_healthy,marigold,"Sir mera paudha kharab ho raha hai, पत्ते पर paudha bilkul theek lag raha hai",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
2484,marigold_healthy,marigold,पानावर रोपटं व्यवस्थित आहे ilaj bataiye please,mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
2485,marigold_healthy,marigold,"मला एक अडचण आहे, पत्ते पर kuch bhi ajeeb nahi laga yeh kya bimari hai",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
2487,marigold_healthy,marigold,"photo bhej raha hoon, dekhiye पानावर kuch bhi ajeeb nahi laga kya karu bataiye",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,test
2489,marigold_healthy,marigold,पानावर koi dikkat nahi hai abhi,mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
2491,marigold_healthy,marigold,sir ji patti par paudha bilkul theek lag raha hai yeh kya bimari hai,latin_hinglish,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
2492,marigold_healthy,marigold,bhaiya dekhiye leaf pe रोपटं व्यवस्थित आहे spray kya daalu,mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,test
2493,marigold_healthy,marigold,"bhaiya dekhiye sab healthy hai, bas photo check karwani thi spray kya daalu",latin_hinglish,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,val
2494,marigold_healthy,marigold,पानावर koi dikkat nahi hai abhi yeh kya bimari hai,mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
2495,marigold_healthy,marigold,"मला एक अडचण आहे, पत्ते पर झाड निरोगी दिसतंय",devanagari,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
2496,marigold_healthy,marigold,"मला एक अडचण आहे, पत्ते पर koi dikkat nahi hai abhi kya karu bataiye",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
2497,marigold_healthy,marigold,"photo bhej raha hoon, dekhiye पत्ते पर झाड निरोगी दिसतंय ilaj bataiye please",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
2498,marigold_healthy,marigold,bhaiya dekhiye patti par रोपटं व्यवस्थित आहे ilaj bataiye please,mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,val
2500,marigold_healthy,marigold,"photo bhej raha hoon, dekhiye patti par paudha bilkul theek lag raha hai काय करावं सांगा",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,test
2501,marigold_healthy,marigold,bhaiya dekhiye रोपटं व्यवस्थित आहे काय करावं सांगा,mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
2503,marigold_healthy,marigold,patti par झाड निरोगी दिसतंय spray kya daalu,mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
2504,marigold_healthy,marigold,"Sir mera paudha kharab ho raha hai, patti par झाड निरोगी दिसतंय yeh kya bimari hai",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,test
2506,marigold_healthy,marigold,bhaiya dekhiye koi dikkat nahi hai abhi kya karu bataiye,latin_hinglish,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
2507,marigold_healthy,marigold,bhaiya dekhiye पानावर paudha bilkul theek lag raha hai kya karu bataiye,mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
2508,marigold_healthy,marigold,"namaskar, ek problem hai - leaf pe झाड निरोगी दिसतंय spray kya daalu",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
2509,marigold_healthy,marigold,झाड निरोगी दिसतंय spray kya daalu,mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,test
2510,marigold_healthy,marigold,"namaskar, ek problem hai - रोपटं व्यवस्थित आहे काय करावं सांगा",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
2513,marigold_healthy,marigold,"namaskar, ek problem hai - leaf pe kuch bhi ajeeb nahi laga",latin_hinglish,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,val
2514,marigold_healthy,marigold,leaf pe paudha bilkul theek lag raha hai,latin_hinglish,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
2515,marigold_healthy,marigold,patti par paudha bilkul theek lag raha hai kya karu bataiye,latin_hinglish,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
2516,marigold_healthy,marigold,"photo bhej raha hoon, dekhiye पानावर paudha bilkul theek lag raha h काय करावं सांगा",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
2517,marigold_healthy,marigold,"Sir mera paudha kharab ho raha hai, leaf pe koi dikkat nahi hai abhi ilaj bataiye please",latin_hinglish,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
2518,marigold_healthy,marigold,पानावर रोपटं व्यवस्थित आहे spray kya daalu,mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
2519,marigold_healthy,marigold,"Sir mera paudha kharab ho raha hai, patti par झाड निरोगी दिसतंय",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,test
2522,marigold_healthy,marigold,"namaskar, ek problem hai - पत्ते पर झाड निरोगी दिसतंय spray kya daalu",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,val
2523,marigold_healthy,marigold,leaf pe koi dikkat nahi hai abhi spray kya daalu,latin_hinglish,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,val
2524,marigold_healthy,marigold,पत्ते पर kuch bhi ajeeb nhi laga yeh kya bimari hai,mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
2526,marigold_healthy,marigold,"sir ji sab healthy hai, bas photo check karwani thi",latin_hinglish,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,test
2527,marigold_healthy,marigold,bhaiya dekhiye patti par झाड निरोगी दिसतंय yeh kya bimari hai,mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,val
2530,marigold_healthy,marigold,"मला एक अडचण आहे, patti par झाड निरोगी दिसतंय kya karu bataiye",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
2532,marigold_healthy,marigold,"Sir mera paudha kharab ho raha hai, kuch bhi ajeeb nahi laga yeh kya bimari hai",latin_hinglish,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
2533,marigold_healthy,marigold,"leaf pe sab healthy hai, bas photo check karwani thi",latin_hinglish,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
2534,marigold_healthy,marigold,"sir ji leaf pe sab healthy hai, bas photo check karwani thi kya karu bataiye",latin_hinglish,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
2535,marigold_healthy,marigold,"photo bhej raha hoon, dekhiye पानावर paudha bilkul theek lag raha h kya karu bataiye",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
2536,marigold_healthy,marigold,"bhaiya dekhiye पानावर sab healthy hai, bas photo check karwani thi yeh kya bimari hai",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
2537,marigold_healthy,marigold,"मला एक अडचण आहे, kuch bhi ajeeb nahi laga kya karu bataiye",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,val
2539,marigold_healthy,marigold,"photo bhej raha hoon, dekhiye kuch bhi ajeeb nahi laga",latin_hinglish,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
2541,marigold_healthy,marigold,"photo bhej raha hoon, dekhiye leaf pe रोपटं व्यवस्थित आहे काय करावं सांगा",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
2542,marigold_healthy,marigold,"photo bhej raha hoon, dekhiye पत्ते पर sab healthy hai, bas photo check karwani thi spray kya daalu",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,val
2544,marigold_healthy,marigold,bhaiya dekhiye पत्ते पर रोपटं व्यवस्थित आहे ilaj bataiye please,mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,test
2546,marigold_healthy,marigold,"photo bhej raha hoon, dekhiye पानावर sab healthy hai, bas photo check karwani thi ilaj bataiye please",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,val
